===== VEHICLE DYNAMICS BENCHMARK REPORT =====
Test Weight: 1320 kg
0-100 km/h Time: 2.87 sec
Braking Distance (100-0): 54.3 meters
Peak Acceleration: 1.44 G
Peak Braking: 2.17 G
Peak Lateral Grip: 1.82 G
Peak Downforce Generated: 49130 N (approx 5008 kg)
Peak Engine Speed: 8363 RPM
Peak Manifold Pressure: 2.50 Bar
Top Speed Reached: 317.2 km/h
=============================================

Time,TestStage,SpeedKmh,Accel_Long_G,Accel_Lat_G,Steer,Throttle,Brake,Clutch,Gear,RPM,Torque_Nm,Boost_Bar,Pitch,Roll,YawRate,Aero_Downforce_N,Aero_Drag_N,FL_Load_N,FL_Travel_m,FL_Slip,FL_SlipAng_deg,FL_RPM,FL_LongForce_N,FL_LatForce_N,FL_BrakeTrq_Nm,FL_ABS_Active,FR_Load_N,FR_Travel_m,FR_Slip,FR_SlipAng_deg,FR_RPM,FR_LongForce_N,FR_LatForce_N,FR_BrakeTrq_Nm,FR_ABS_Active,RL_Load_N,RL_Travel_m,RL_Slip,RL_SlipAng_deg,RL_RPM,RL_LongForce_N,RL_LatForce_N,RL_BrakeTrq_Nm,RL_ABS_Active,RR_Load_N,RR_Travel_m,RR_Slip,RR_SlipAng_deg,RR_RPM,RR_LongForce_N,RR_LatForce_N,RR_BrakeTrq_Nm,RR_ABS_Active
3.180,Launching,0.0,0.00,0.00,0.00,1.00,0.00,0.00,1,891,0.0,0.12,-0.05,0.00,0.00,0,0,3126,0.037,0.000,0.00,0,3,0,6000,0,3126,0.037,0.000,0.00,0,3,0,6000,0,3349,0.039,0.000,0.00,0,3,0,6000,0,3349,0.039,0.000,0.00,0,3,0,6000,0
3.200,Launching,0.0,0.04,0.00,0.00,1.00,0.00,0.00,1,994,219.2,1.00,-0.05,0.00,0.00,0,0,3131,0.037,0.096,0.00,-5,3829,0,0,0,3131,0.037,0.096,0.00,-5,3829,0,0,0,3343,0.039,0.105,0.00,-5,4164,0,0,0,3343,0.039,0.105,0.00,-5,4164,0,0,0
3.220,Launching,0.0,-0.08,0.00,0.00,1.00,0.00,0.00,1,1167,233.8,1.03,-0.05,0.00,0.00,0,0,3119,0.037,-0.097,0.00,5,-3824,0,0,0,3119,0.037,-0.097,0.00,5,-3824,0,0,0,3355,0.039,-0.103,0.00,6,-4167,0,0,0,3355,0.039,-0.103,0.00,6,-4167,0,0,0
3.240,Launching,0.0,0.08,0.00,0.00,1.00,0.00,0.00,1,1352,250.9,1.05,-0.05,0.00,0.00,0,0,3133,0.037,0.095,0.00,-5,3828,0,0,0,3133,0.037,0.095,0.00,-5,3828,0,0,0,3342,0.039,0.105,0.00,-5,4165,0,0,0,3342,0.039,0.105,0.00,-5,4165,0,0,0
3.260,Launching,0.0,-0.08,0.00,0.00,1.00,0.00,0.00,1,1551,269.5,1.08,-0.05,0.00,0.00,0,0,3120,0.037,-0.097,0.00,5,-3825,0,0,0,3120,0.037,-0.097,0.00,5,-3825,0,0,0,3355,0.039,-0.103,0.00,5,-4167,0,0,0,3355,0.039,-0.103,0.00,5,-4167,0,0,0
3.280,Launching,0.0,0.08,0.00,0.00,1.00,0.00,0.00,1,1766,289.9,1.11,-0.05,0.00,0.00,0,0,3133,0.037,0.095,0.00,-5,3829,0,0,0,3133,0.037,0.095,0.00,-5,3829,0,0,0,3342,0.039,0.105,0.00,-5,4164,0,0,0,3342,0.039,0.105,0.00,-5,4164,0,0,0
3.300,Launching,0.0,-0.08,0.00,0.00,1.00,0.00,0.00,1,1996,312.3,1.14,-0.05,0.00,0.00,0,0,3120,0.037,-0.097,0.00,5,-3826,0,0,0,3120,0.037,-0.097,0.00,5,-3826,0,0,0,3354,0.039,-0.103,0.00,5,-4167,0,0,0,3354,0.039,-0.103,0.00,5,-4167,0,0,0
3.320,Launching,0.0,0.08,0.00,0.00,1.00,0.00,0.00,1,2243,334.3,1.17,-0.05,0.00,0.00,0,0,3134,0.037,0.095,0.00,-5,3829,0,0,0,3133,0.037,0.095,0.00,-5,3829,0,0,0,3342,0.039,0.105,0.00,-5,4164,0,0,0,3342,0.039,0.105,0.00,-5,4164,0,0,0
3.340,Launching,0.0,-0.08,0.00,0.00,1.00,0.00,0.00,1,2508,358.1,1.20,-0.05,0.00,0.00,0,0,3120,0.037,-0.097,0.00,5,-3826,0,0,0,3120,0.037,-0.097,0.00,5,-3826,0,0,0,3354,0.039,-0.103,0.00,5,-4167,0,0,0,3354,0.039,-0.103,0.00,5,-4167,0,0,0
3.360,Launching,0.0,0.08,0.00,0.00,1.00,0.00,0.00,1,2793,384.3,1.23,-0.05,0.00,0.00,0,0,3134,0.037,0.095,0.00,-5,3829,0,0,0,3133,0.037,0.095,0.00,-5,3829,0,0,0,3342,0.039,0.105,0.00,-5,4164,0,0,0,3342,0.039,0.105,0.00,-5,4164,0,0,0
3.380,Launching,0.0,-0.08,0.00,0.00,1.00,0.00,0.00,1,3097,411.3,1.26,-0.05,0.00,0.00,0,0,3120,0.037,-0.097,0.00,5,-3826,0,0,0,3120,0.037,-0.097,0.00,5,-3826,0,0,0,3354,0.039,-0.103,0.00,5,-4167,0,0,0,3354,0.039,-0.103,0.00,5,-4167,0,0,0
3.400,Launching,0.0,0.08,0.00,0.00,1.00,0.00,0.00,1,3421,434.7,1.30,-0.05,0.00,0.00,0,0,3133,0.037,0.095,0.00,-5,3829,0,0,0,3133,0.037,0.095,0.00,-5,3829,0,0,0,3342,0.039,0.105,0.00,-5,4164,0,0,0,3342,0.039,0.105,0.00,-5,4164,0,0,0
3.420,Launching,0.0,0.01,0.00,0.00,1.00,0.00,0.07,1,3731,459.5,1.34,-0.05,0.00,-0.17,0,0,3111,0.037,-0.043,0.07,7,-2748,111,0,0,3111,0.037,-0.029,0.07,7,-2065,111,0,0,3362,0.039,-0.089,-0.06,7,-4041,-112,0,0,3362,0.039,-0.011,-0.06,6,-953,-112,0,0
3.440,Launching,0.4,0.49,0.00,0.00,1.00,0.00,0.17,1,3948,482.7,1.38,-0.06,0.00,-0.36,0,0,3057,0.037,0.101,0.37,2,3782,622,0,0,3058,0.037,0.055,0.38,4,3091,622,0,0,3406,0.040,0.145,-0.34,-1,4431,-636,0,0,3407,0.040,0.045,-0.34,8,3084,-636,0,0
3.460,Launching,0.9,0.73,0.00,0.00,1.00,0.00,0.27,1,4067,502.2,1.42,-0.08,0.00,-0.70,0,0,2946,0.036,0.024,0.40,10,1702,645,0,0,2949,0.036,0.092,0.40,13,3572,646,0,0,3505,0.040,-0.038,-0.34,16,-2874,-655,0,0,3507,0.040,0.321,-0.34,25,4689,-651,0,0
3.480,Launching,1.6,1.01,0.00,0.00,1.00,0.00,0.31,1,4119,519.6,1.47,-0.11,0.00,-0.50,1,0,2825,0.035,0.061,0.43,15,2987,660,0,0,2830,0.035,0.286,0.43,29,3763,658,0,0,3621,0.041,0.211,-0.35,15,4823,-691,0,0,3625,0.041,0.579,-0.35,46,4845,-685,0,0
3.500,Launching,2.4,1.07,0.00,0.00,1.00,0.00,0.33,1,4157,537.2,1.51,-0.15,0.00,-0.44,2,0,2716,0.035,0.083,0.29,23,3207,428,0,0,2720,0.035,0.667,0.29,56,3646,433,0,0,3738,0.042,0.003,-0.21,24,284,-422,0,0,3741,0.042,0.696,-0.21,56,5033,-421,0,0
3.520,Launching,3.2,1.12,0.00,0.00,1.00,0.00,0.34,1,4189,554.7,1.56,-0.19,0.00,-0.38,3,0,2632,0.034,0.159,0.24,33,3452,351,0,0,2636,0.034,1.174,0.25,90,3540,360,0,0,3837,0.043,0.000,-0.16,32,20,-344,0,0,3840,0.043,0.750,-0.16,65,5173,-344,0,0
3.540,Launching,4.0,1.16,0.00,0.00,1.00,0.00,0.36,1,4218,572.4,1.60,-0.22,0.00,-0.27,5,1,2574,0.033,0.393,0.24,53,3459,335,0,0,2577,0.033,1.757,0.25,129,3462,349,0,0,3914,0.044,0.039,-0.16,32,3268,-337,0,0,3917,0.044,0.820,-0.16,75,5277,-337,0,0
3.560,Launching,4.8,1.16,0.00,0.00,1.00,0.00,0.37,1,4244,590.2,1.65,-0.25,0.00,-0.26,8,1,2537,0.032,0.847,0.21,85,3413,295,0,0,2539,0.032,2.429,0.23,172,3396,320,0,0,3969,0.044,0.019,-0.14,41,1880,-294,0,0,3971,0.044,0.875,-0.14,84,5353,-294,0,0
3.580,Launching,5.6,1.19,0.00,0.00,1.00,0.00,0.38,1,4269,608.1,1.69,-0.28,0.00,-0.19,11,1,2519,0.031,1.476,0.22,126,3387,304,0,0,2520,0.031,3.207,0.24,221,3352,332,0,0,4002,0.045,0.095,-0.15,44,4883,-329,0,0,4003,0.045,0.922,-0.15,94,5394,-328,0,0
3.600,Launching,6.5,1.19,0.00,0.00,1.00,0.00,0.40,1,4294,626.2,1.74,-0.30,0.00,-0.19,14,2,2511,0.031,2.249,0.17,175,3363,230,0,0,2511,0.031,4.093,0.19,276,3317,262,0,0,4018,0.046,0.027,-0.11,54,2529,-234,0,0,4019,0.046,0.995,-0.11,103,5420,-234,0,0
3.620,Launching,7.3,1.22,0.00,0.00,1.00,0.00,0.41,1,4318,644.4,1.78,-0.31,0.00,-0.12,19,2,2513,0.030,3.118,0.15,231,3345,212,0,0,2512,0.030,5.017,0.19,337,3291,255,0,0,4020,0.046,0.078,-0.11,58,4657,-236,0,0,4019,0.046,1.042,-0.11,114,5419,-236,0,0
3.640,Launching,8.2,1.24,0.00,0.00,1.00,0.00,0.42,1,4343,662.7,1.83,-0.32,0.00,-0.10,23,3,2518,0.030,3.690,0.11,295,3337,157,0,0,2516,0.030,5.455,0.15,405,3284,200,0,0,4012,0.046,0.058,-0.08,66,4157,-177,0,0,4010,0.046,1.002,-0.08,125,5408,-177,0,0
