Time_s,TestPhase,Distance_m,PosX,PosY,PosZ,Speed_Kmh,Accel_Long_G,Accel_Lat_G,Raw_Steer,Raw_Throttle,Raw_Brake,Clutch,Gear,RPM,Torque_Nm,Boost_Bar,Pitch,Roll,YawRate,Aero_DownN,Aero_DragN,FL_Load_N,FL_Travel_m,FL_DamperVel_ms,FL_Slip,FL_SlipDelta,FL_SlipAng_deg,FL_LatDelta,FL_WheelRPM,FL_LongForce_N,FL_LatForce_N,FL_ActBrakeTrq_Nm,FL_ABS_Active,FR_Load_N,FR_Travel_m,FR_DamperVel_ms,FR_Slip,FR_SlipDelta,FR_SlipAng_deg,FR_LatDelta,FR_WheelRPM,FR_LongForce_N,FR_LatForce_N,FR_ActBrakeTrq_Nm,FR_ABS_Active,RL_Load_N,RL_Travel_m,RL_DamperVel_ms,RL_Slip,RL_SlipDelta,RL_SlipAng_deg,RL_LatDelta,RL_WheelRPM,RL_LongForce_N,RL_LatForce_N,RL_ActBrakeTrq_Nm,RL_ABS_Active,RR_Load_N,RR_Travel_m,RR_DamperVel_ms,RR_Slip,RR_SlipDelta,RR_SlipAng_deg,RR_LatDelta,RR_WheelRPM,RR_LongForce_N,RR_LatForce_N,RR_ActBrakeTrq_Nm,RR_ABS_Active
0.000,1,0.0,0.00,0.50,0.00,0.0,0.00,0.00,0.00,1.00,0.00,0.00,0,850,0.0,0.00,0.00,0.00,0.00,0,0,0,0.0000,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,0.0000,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,0.0000,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,0.0000,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0
0.020,1,0.0,0.00,0.49,0.00,1.4,0.00,0.00,0.00,1.00,0.00,0.00,0,850,28.2,0.01,0.00,0.00,0.00,0,0,0,-0.1200,-6.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,-6.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,-6.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,-6.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0
0.040,1,0.0,0.00,0.48,0.00,2.8,0.00,0.00,0.00,1.00,0.00,0.00,0,920,78.1,0.03,0.00,0.00,0.00,1,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0
0.060,1,0.0,0.00,0.45,0.00,4.2,0.00,0.00,0.00,1.00,0.00,0.00,0,1047,118.4,0.05,0.00,0.00,0.00,1,1,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0
0.080,1,0.1,0.00,0.42,0.00,5.7,0.00,0.00,0.00,1.00,0.00,0.00,0,1209,136.4,0.08,0.00,0.00,0.00,2,1,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0
0.100,1,0.1,0.00,0.38,0.00,7.1,0.00,0.00,0.00,1.00,0.00,0.00,0,1385,139.6,0.11,0.00,0.00,0.00,4,2,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0
0.120,1,0.2,0.00,0.34,0.00,8.5,0.00,0.00,0.00,1.00,0.00,0.00,0,1565,142.8,0.14,0.00,0.00,0.00,5,3,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0
0.140,1,0.2,0.00,0.28,0.00,9.9,0.00,0.00,0.00,1.00,0.00,0.00,0,1749,146.1,0.17,0.00,0.00,0.00,8,4,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.00,-7.16,0,0,0,0,0
0.160,1,0.3,0.00,0.22,0.00,11.3,0.00,0.00,0.00,1.00,0.00,0.00,0,1938,149.5,0.20,0.00,0.00,0.00,11,6,0,-0.1200,0.000,-0.020,-0.080,-0.01,-7.15,0,0,0,0,0,0,-0.1200,0.000,0.359,0.259,19.72,12.56,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,-0.03,-7.13,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,10.72,3.56,0,0,0,0,0
0.180,1,0.4,0.00,0.15,0.00,12.7,0.00,0.00,0.00,1.00,0.00,0.00,0,2130,152.3,0.23,0.00,0.00,-0.01,17,7,0,-0.1200,0.000,-0.022,-0.078,0.01,-7.15,0,0,0,0,0,0,-0.1200,0.000,0.407,0.307,22.15,14.99,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,0.03,-7.13,0,0,0,0,0,0,-0.1200,0.000,0.000,-0.100,12.23,5.07,0,0,0,0,0
