Time_s,TestPhase,Distance_m,PosX,PosY,PosZ,Speed_Kmh,Accel_Long_G,Accel_Lat_G,Raw_Steer,Raw_Throttle,Raw_Brake,Clutch,Gear,RPM,Torque_Nm,Boost_Bar,Pitch,Roll,YawRate,Aero_DownN,Aero_DragN,FL_Load_N,FL_Travel_m,FL_DamperVel_ms,FL_Slip,FL_SlipDelta,FL_SlipAng_deg,FL_LatDelta,FL_WheelRPM,FL_LongForce_N,FL_LatForce_N,FL_ActBrakeTrq_Nm,FL_ABS_Active,FR_Load_N,FR_Travel_m,FR_DamperVel_ms,FR_Slip,FR_SlipDelta,FR_SlipAng_deg,FR_LatDelta,FR_WheelRPM,FR_LongForce_N,FR_LatForce_N,FR_ActBrakeTrq_Nm,FR_ABS_Active,RL_Load_N,RL_Travel_m,RL_DamperVel_ms,RL_Slip,RL_SlipDelta,RL_SlipAng_deg,RL_LatDelta,RL_WheelRPM,RL_LongForce_N,RL_LatForce_N,RL_ActBrakeTrq_Nm,RL_ABS_Active,RR_Load_N,RR_Travel_m,RR_DamperVel_ms,RR_Slip,RR_SlipDelta,RR_SlipAng_deg,RR_LatDelta,RR_WheelRPM,RR_LongForce_N,RR_LatForce_N,RR_ActBrakeTrq_Nm,RR_ABS_Active
0.0,1,0.0,612.95,1.14,76.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,850,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,0.0,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,0.0,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,0.0,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0
0.02,1,0.0,612.95,1.14,76.04,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0,885,125.8,0.47,0.0,0.0,0.0,0,0,0,-0.1,-5.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,-5.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,-5.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,-5.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0
0.04,1,0.0,612.95,1.13,76.04,1.4,0.0,0.0,0.0,1.0,0.0,0.0,0,1025,271.7,0.76,0.0,0.0,0.0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0
0.06,1,0.0,612.95,1.12,76.04,2.1,0.0,0.0,0.0,1.0,0.0,0.0,0,1249,386.4,1.09,0.0,0.0,0.0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0
0.08,1,0.0,612.95,1.11,76.04,2.8,0.0,0.0,0.0,1.0,0.0,0.0,0,1532,441.4,1.16,0.0,0.0,0.0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0
0.1,1,0.1,612.95,1.09,76.04,3.5,0.0,0.0,0.0,1.0,0.0,0.0,0,1856,506.3,1.23,0.0,0.0,0.0,1,1,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0
0.12,1,0.1,612.95,1.06,76.04,4.2,0.0,0.0,0.0,1.0,0.0,0.0,0,2229,587.2,1.32,0.0,0.0,0.0,1,1,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0
0.14,1,0.1,612.95,1.04,76.04,4.9,0.0,0.0,0.0,1.0,0.0,0.0,0,2665,680.0,1.42,0.0,0.0,0.0,1,1,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,0,0,0,0,0
0.16,1,0.1,612.95,1.0,76.04,5.7,0.0,0.0,0.0,1.0,0.0,0.05,1,3147,766.9,1.53,0.0,0.0,0.0,1,2,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,2,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,2,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,5,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,5,0,0,0,0
0.18,1,0.2,612.95,0.97,76.04,6.4,0.0,0.0,0.0,1.0,0.0,0.15,1,3599,850.7,1.64,0.0,0.0,0.0,2,2,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,24,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,24,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,44,0,0,0,0,0,-0.1,0.0,0.0,-0.1,0.0,-7.16,44,0,0,0,0
